clean_text,category
how many job lutyen media created upa1 upa2 modi sarkar where the data isn’ true 20082009 were worst years for employment history india who many jobs were lost where the job loss data 2008 financial crisis ,1.0
polls odds modis favour say clairvoyants ,0.0
muslim family gts beaten thn modi answerable alleged gau rakshaks berserk then modi for pulwama modi responsible ppl died due medi reasons during demonetization then modi responsible but when balakot then airforce asat kill then drdo wahhh,1.0
"thats not his problem
abv cleaned 50yrs nehru indra rajeev mess modi cleaned 10yrs upa mess but rahul gandhi forgets yeh modi hai 2004 wont repeated ",-1.0
please ask the data demo from the modi govt your own words “ exact statistics” ,1.0
viral video abhisar sharma targeted with false claim bribing villagers speak against modi via ,-1.0
latest narendra modi addresses rally odisha 2019 lok sabha election ,1.0
mission shakti implications modis successful asat test announcement ,1.0
there comparison modi speaking skills keeps the crowd spellbound his rallies such statesman rarely seen todays india realy difficult beat him oratorical skills india needs modi the longer stays the better would ,1.0
think can buy dustbin now putno need wait for modi come 2019 also say tat only,0.0
government has failed the forces tej bahadur yadav ,-1.0
breaking westminster magistrates court denies bail nirav modi the prime accused pnb fraud case remain behind bars ,-1.0
simple question from bluff master and when sonia ‘ ruling india for years then you guys did not have money purchase rafels now after rule you are launching this scheme that means modi saved india and india have money ,0.0
why when modi calls himself has the chowkidar the country best person suited the job india ,1.0
why modi stop fighting election only that sound better after handling worst way india chaywala back ,-1.0
give years modi and see the change,0.0
well what the spine has this this was already done and isro had announced surprise element what modi have learn israel had more nuclear bomb but officially did they announce they still skip question nuclear,1.0
illogical stupid bhagt has been announced the bjp candidate from south bangalore for 2019 elections not india modi service provider dont like service will kick him out power  thats ,-1.0
why tamil calling entire gujarati community thief calling lalit modi chor nerav modi chor choksi chor ambani chow adani chor modi chor and then said all modi what expressed with his eyes and face that entire gujarati community chor ,0.0
this time vote kar narendra modi appeals everyone during tweetstorm ,0.0
staunch supporter honourable pmthose who abuse modi and call him chor should not follow other wise also use the same language opponents jai hind bharat mata jai vande matram,1.0
congratulations team hackathon for winning the grand finale smart india hackathon 2019 ,1.0
you definitely need better informed while criticizing modi governmentupa didnt give the nodonly after modi came powerhe gave the nod,1.0
you dont believe whatever modi promised increase knowledge about those fulfilled promises,0.0
have shared many posts from narendra modi app twitter account more than 110000 tweets more than 71000 like tweets ौीा िेा ि,1.0
"are proud our scientists brother for achieving this huge space are also proud sir modiwe are now become super power space now its time become super power every field
jai bigyan jay modiji jay hind",1.0
bjp planning play dirty with keralites modi bjp creating division between north south india this plan for next godhra such other train attacks even political score for rejecting bjp modi ,-1.0
"waiting very eagerly excitement
modi are stand with you",1.0
"watch live streaming narendra modis special interaction with chowkidars news namo youtube channel
",1.0
you are pro pakistani living dubai and saying jai hind you seem confused soul you are anti modi you are anti indiain both cases pakistan will suit you permenant placeif you are pappu lover than also only place where pappu can become pakistan,-1.0
asat missile successfully shot down leo satellite modi via ,1.0
these were the same hypocrites who were teaching the difference after modi chants bangalore,0.0
"would rather trust youtube and found this look that screenshot now accept how you spread fake news 
how antimodi you are 
first check its true not then retweet tweet them take care jai shri ram  ",1.0
with due respect and salute for the family brave hearts theres nothing wrong being pro modi and anti modi such big country with 12billion people its not possible make every body happy for one leader and theres democracy,1.0
now hes just playing with you dumb liberals because knows you will believe anything even slightly shows modi bad light ,-1.0
modis minute speech consists everything from development national security etc but you have gone selectively deaf now plus when mentioned muslims terrorists ,0.0
"narendra modi blasts imran khan says india wont fall into pakistans trap over terrorism anymore
",0.0
the biggest thing which modi did inflation control digital india push both have helped ease living plus corruption massive infra push,0.0
sushil modi bjp giriraj singh will contest from begusarai bihar only wanted contest from there nawada but have faith that giriraj singh will not against partys decision ,0.0
super answers aajtak why dont you ask this questions modi rss,1.0
knows will loose his job soon the next non modi non bjp government takes over this his last survival tactics,-1.0
madam perhaps late nationalists and patriots have been identified all others who dont subscribe bjp are corrupt anti nationals when modi jis calibre person when makes such statement its really shocking ,-1.0
praise khichdi the general election draws closer defence politics khichadi may advisable for the sick and the convalescent but its substitute fore wholesome meal,-1.0
will next tweeting the promises made 2014 modi incl jobs economy black money lakhs failure modi govt creating jobs and everything else the crisis farmers are facing and modi’ recent gimmick 6000 handout farmers right ,-1.0
with twistthis time modi gets defeated,0.0
india became the fourth country after the russia and china have carried out the feat ,0.0
"why our politicians are the worst living creature
because everyday department seizes lakhs money election ground
are modi bheem banaya tha kyunpaytm karo tension nahin hogaaur cashback milega ",-1.0
best choice the best prime minister india narendra modi and india next future shrimati priyanka gandhi second best prime minister india the next time loksabha thanks,1.0
"happy made now would have been glad could have made earlier heard from exdrdo chiefs that congress governments lacked the will dont understand for what actual reason delayed would nice know the reason possible thanks
",1.0
its shame that only after modi made india world proud today that the skeleton comes note drdo will remembered every citizen articulation key,1.0
least modi stopped fcra there are leaders being developed yogi fadnavis where the problem,-1.0
"come what maybut due the modi factor entire opposition joined hands keep him away from national and international scenario
looks like modi govt has substantially done good for nation make all parties forge unholy alliance ware dirtvote safe",1.0
more than 500 women perform rituals for modis win lok sabha polls ndtv news ,1.0
"what sick mentality drdo chief and got his post his own talent and not because being rss activist keep your ugly political logic yourself
and dont tell that modi made him drdo chief stupid moron valueless politics",-1.0
can see new future candidate after modi his face have that strong charishma which can attract huge crowds ,1.0
dear mam all scams are done during congress government 2004 2014 because scams effect nation facing problem today even everyday talking about all congress scams modi dont have degree but has dimag how and what has for nation nation patriot,-1.0
"why does modi western christian countries western dress pant jacket attire
why not
dothi
kurti
chappal
kum kum
when visiting usa canada germany france italy leader true hindu nationwhy duplicitywhy ashamed
explain",1.0
cong ruled for not even though bank acc for bpl people just modi govt launched pmjdy opend 31cr bank account,0.0
they thought only they chocolate boysbudhhasall their young turks plusmodi already training thev3rd generation,1.0
congress refusing join aap might blessing disguise last time was obsessed with aap couldnt see bjp march this time have zero hopes friends and families obsession with modi giving lesser hope,-1.0
how just show the video where modi promised lakhs,0.0
exactly sir but what narratives has been set now days that exactly been mirrored brother and too feeling proud anti national for india being anti modi,1.0
all modi bhakts modis farts are fresh air that definition even agree with suresh here tejasvi totally whiff fresh air,1.0
this paid ipl for you guys relax ambani friend modi dunt knw,0.0
the best time for our respected split bjprsscongresscommunists and make his own new party crush bjprsscongresscommunists the roots all problems india most the regional parties must support modi such conditions,1.0
why didnt ask the same question modi 2014,0.0
modi jis second address nation ,0.0
"sir
bjp mocking you possibility contest from south india you just challenge modi that have guts and call him indian prime minister then come and contest from kerala",0.0
"sir please launch vande bharat yojna against nyay yojna for poor familygive them rs6000month woman mukhiya alongwith free educationtoilethouselight gas connectionayushman bharat and one family person job manrega
modi hai mumkin haijai ",0.0
‘chaiwala’ modi’ campaign reaches railways tea served ‘main bhi chowkidar’ cups ,1.0
why this election looking like modi versus nothing swarajya ,0.0
you are dumb head dumb ass tooet article correctbut the article its nowhere mentioned that election boost for modi above all the nly who replies pakistan their own waydo keep off your stupid tweets,-1.0
"modi wave didnt work 2014 odisha here only worksget ready for all out 2121 bjd
210 bjp ",1.0
the iaf killed some pakistani trees but lost two migs and one pilot the indian army shot down our own mi75 and finally took revenge shooting down our own satellite the modi government redefines incompetence ,1.0
big coincidence modi completing all good projects started partnership rocks excellent for india now lets see can complete all remaining projects upa modi deliver again ,1.0
trinamool congress play positive role ‘modihatao deshbachao’ movement says ,1.0
kumaraswamy attacks for allowing modi address the nation says scientists have done that job not ,0.0
what poor mind according paid gang stop research and development achievement becoz stupid journalist relate everything election coz paid gang don’ have any topic target they talking nonsense now,-1.0
but this slanderous dimwit will never mince word against these human rights violations but support all such fake outrage mongering sickular haramkhor brigade just satisfy his antihindu antimodi itch,-1.0
sir even our gau mata also requsting vote for modi agree with you sir looking back again only modi onces again ,0.0
lying concealing factsinfodata are part his via ,0.0
why bjp leader spork person ask from congress modi responsible for fault train18 why not modi,1.0
after mams win against pappu ghandi will the biggest win this 2019 poll ,1.0
this years ipl and elections both full contravesy frst ashwin then makingumpire for elections 72k biggest lie from congress opposition not happy with air strikemission shakti desh takatwar kya par modi kaise accha kaam kar sakta hai,-1.0
"under modi have terrorist attack gurudaspur pathankot
uri
pulwama accountability fix nsa chief nobody resign nobody took responsbility brave air force strike balalkot modi whole bjp came take credit country safe hand",1.0
same like modi,0.0
you should ask people from middle class you will know how much cong has changed the narrative majority taxpayers are angry with this farzi scheme resulting consolidation middle class votes for modi,-1.0
former isro chief madhavan nair received death threats from jaish mohamad for calling the upa government disaster ,0.0
liberandu fanbois and fangirls are having meltdown over madhavan being modi supporter loving ,1.0
had little shame wud not get this confirmed sob who has stake for pakistan instead had interviews modi ,1.0
taking jibe the bjps mein bhi chowkidar campaign rahul gandhi said that modi did not inform the people that would the chowkidar watchman not for the entire country but for businessmen like anil ambani and nirav modi ,0.0
madam doubt that your wish sincere but till the fake chowkidhars the kind modi sushma nirmala along with their ghulams the foreign ministry are place peace with pakistan mirage fake chowkidhar modi murdabad ,-1.0
only modi sir,0.0
modi led most corrupt govt since independence ruined country last years kejriwal via ,0.0
while the child has written about you modi you identified his thought patriotism and cleanliness really visionary eye,1.0
"the only tool left now for modi evm tampering and vvpat counting
eci prestitute",0.0
very nice all was support modi,1.0
bappijuppi leader inc congratulates modi for theotretical credit space achievement india want credited only scientists mooka credit who never moved clearance from mafia anthino miano pappu mother was acting parliment place for law making,0.0
congratulations once again its proud moment for sirmera desh badal raha hai modi hai mumkin hai jai hind sir,1.0
there’ iota self respect left him bother kids difficult though should disband pmln leave politics forever return all looted money ask allah for forgiveness nation won’ best buddy modi should win judicial systemgovt has made him laughing stock ,1.0
will support the bowler case virat dismissed the same way,0.0
there are accounts with large fanbase instagram who peddle antimodi narratives and are trying influence the young voters please take this into account may prove major miss from partys end,1.0
"thank god
nehru vikram sarabhai made efforts start isro drdo otherwise how would honorable chaukidar modi have adressed the nation",0.0
first hear what chief drdo said then comment started 2010 scientists said 2012 that they were ready upa govt didn’ show any interest the project then two years later modi came into power now india  completed the project upa had 2yrs but ,1.0
congress announcement baad things confirmed first modi government did great job with jan dhan yojanato open accountssecond our economy going good have good reserve its like modi prepared cake and cherry rahul gandhi will eat,1.0
modi will win comfortably but might force him spend few extra days varanasi but somehow doubt that pgv will risk the mystique important part the appeal let’ see ,1.0
and you are trying hard sell the idea first ask your self there any genuineness the economists are definitely from the lot 108 who are critics modi the scheme drawn congress nothing but another money hoarding machine they have targeted,-1.0
modis work for the poor lakh subsidies transferred through 438 schemes ayushman bharat crore mudra loans 153 crore houses given 628 crore lpg connection poor reservation for ews ,-1.0
cabinet committee security met earlier today via ,0.0
israel supports jihadists their convenience you support that too there reason modi built relations with israel but isnt their blind follower like few hrw want,-1.0
people are criticizing modi and saying tried take credit while his whole adress was congratulate the men who made this happen didnt even mention the fact that his govt gave pending clearance say clearly this our drdo making proud jai hind ,1.0
how can trust modi who says demonetisation not flop even after 995 money came back rbi flop fake fraud false bjp ,-1.0
"now will not vote bcoz pay tax and will distribute hard earned money poor who will not work and grow and remain poor for money modi again har har modi
ghar ghar modi",-1.0
india top lage india top lage conogo our scientist and our modi proud see this its actually wonderful,1.0
hey here another twit modi came stating ,0.0
modi doing politics over national security opposition ranchi news ,0.0
this actually much closer modi than the shit which kitna black kitna white has done,-1.0
need improve your general knowledge textile minister rbi chief cbi chief lalit modi are not gujarati and which choksi are you referring mehul choksi the full name grow maam,1.0
thats the whole point these people have made modi india and india modi dont ask question modi because thats like questioning india patriotism the last refuge for scoundrel ,1.0
the breakdown train vande bharat you blame modi for technical failure and now such great achievement you again taunt good job ,1.0
throws garbage swachh bharat marked dustbin liberal appearing out nowhere you bhakt its just that couldnt find any other bin the road comes from behind the bin thats because modi took away your dustbins and gave them ambani,-1.0
bote for modi sirf modi bjp only,0.0
fighters pak counterattacked because they are aware our depleted fighter strengthwe are short because modi cancelled the deal for 126 fighters for causeinstead the new deal was only for fightersthis the 1st time have been humiliated because mismanagement,1.0
india successfully shoots down satellite space india the fourth country after the russia and china have carried out this feat ,1.0
indian rupee still asias worse performing currency getting worse economic safe guards developing national wealth put place modi …,-1.0
hope you had all done these calculations when modi promised 15lakh into every indians account,0.0
election news live pakistan counting dead after iaf strike but opposition wants proof says modi ,1.0
its going modi modi 2024 because modiji will challenge himself even better during the 2024 elections one else can come close him ever better,1.0
tharoorwhy wasting time with congressatleast say oncemr modi the best ,1.0
prime minister narendra modi everywhere these days this high time that the voters teach lesson the shameless modi self proclaimed nationalist but fake ,-1.0
backend who supported modi jee throughout the tough time was working pslv launch dil hai modiji kitne baar jitoge ,-1.0
lok sabha elections 2019 live shatrughan sinha meets rahul gandhi join congress april the indian express ,1.0
shut everything has made after 2014 narendra modi bhakth ,0.0
the judge denied nirav modi bail even when his lawyers offered pay bond £500000 the judge said that the amount offered far less than the amount accused misappropriating now just contrast with the amount our fraudsters pay for bail ,-1.0
why this needless graceless fuss over why modi himself announced the new missile was entitled solet recall 1974 india did the same after pokhranproblem have that satheesh reddy was not mentioned even oncesame indira not mentioning sethna 1974,-1.0
"oknehru created drdo pakistan what today pakistan problem nehru problem
and drdo achievementnehru achievementdont soo blind congressi slavesnehru didnt died heart attack died aids grow slavesmodi reality and truth youth",-1.0
sceptics asking who after mukherji who after deendayal upadhyay who after atalji who after advani have always got answerso will the ones asking who after modi now try answering who after gandhis who after gowdas who after yadavs ,0.0
"madam would have been very happy you were informed about the change candidature much earlier you were made campaign for week and then denied the party ticket
disgusting and deplorable politics played modi",-1.0
next president not modi mathiew will coming soon,0.0
modi knew that creating joblessness will have hundreds criminals like these the dirty work for him without pay ,-1.0
has listened jumla modi and talking,0.0
2019 ,0.0
you seem new entrant into india you seem know nothing modi and rahul modi will never make any announcement similar rahul they are poles apart their wisdom understanding and vision for india,1.0
aware every topic mentioned rojgarkisangdpgreebberojgari petrolmehngaithats why with modi ,1.0
"latest from the stock market circles
economics elections modi wins buy mutual funds equities govt bonds congress wins buy real estate preferably agriculture land dlf flats ",1.0
how coward pappu cant attack brave man shri narendra modi,1.0
congress can continue claim for decades that rajiv gandhi brought computers but modi shouldnt even announce something which happened his tenure and under ministry hes directly charge hypocrisy its best  ,1.0
rytthoughbut what can saythey lack behind everythinglook the infras devlafter modiand gadkari,-1.0
you guys give time then can hamara modi sal hoya aaj bhe pakistan pakistan aur nahru par ilzam lagata hai give him some time bhai,0.0
used that statement metaphor not able see that trying his best secrecy laws the europe and elsewhere makes tough but modi initiated the process and got some success too,1.0
why should politicise his medals bizarre such shallow gestures not expected from responsible person like him mean can understand almost entire defence system will voting for modi but this should very much avoided,1.0
dont play games modi,0.0
say loud and open sir say credit modi government dont shy,-1.0
well guess you reciprocated him referring videos out 150in which presented false facts sensible man would also appreciate the true information that has shared removing filter modi govts love,1.0
heard priyanka vadra visiting hanumangarhi temple ayodhya today her mothers upa govt had filed affidavit supreme court yrs ago that there was historical proof bhagawan shri ram narendra modis fear making dynasty worship proof ramas topmost bhakta ,0.0
india prime ministeropposition tried hard stop aadhaar modi hits out aadhaar critics ,-1.0
least modi local gujarat and knows something about gujarat how develop what does vvl know,-1.0
got honest hard working dedicated people chowkidar pmwhole world like loveing himtry modi fied your nations serve the peoples not terroriests happy stay happy god given all buityfull earth ,1.0
there used whole agentsaffron adjacent side twitter that used blame the lack more virulent hindutva campaign modis caste,1.0
"“the government did not fulfill any promisespeople from the bank have come home and tortured thrice pay loans modi had promised waive lakh from our loans and that hasn’ been fulfilled far the modi government has betrayed ”
rahul dharmik farmer ",1.0
family vote only narendra modi,0.0
people who say muslims hate modi ,-1.0
sir raga announced ₹72000 bonanza for poor last five years your govt didnt announce anything like this its difficult for modi win 2019 announced loan waiver and won three states suggestion announce something big similar your manifesto,-1.0
election commission gives clean chit modis speech says mission shakti address did not violate moral code conduct republic world ,1.0
but not much bothered what modi doing hes keeping under control and weaning the population off such things hopeful hell away with all the freebies 2024,-1.0
bhai sure nobody from another party going fight from two seats 2014 leaders fight from two seats just make better wave from that state modi fight from even win was sure from guzrat,1.0
were russians chinese americans fool openly announce about their asat test that congress cannot fathom the fact that achieved this power during modi regime and not during congress regime ,0.0
hello bjp you know attendance modi ,0.0
you people are fixated the commission had criticized you would have leaped joy further attack modi commission found fault the commission pliant you are one among the most intolerant ones,1.0
one context right they can chant modi his meetinghow can they others meeting isnt weirdof gatecrashing and creating ruckus,1.0
modi sir doing grt job india lucky have you our are getting plastic rice from china war strategy earlier sending cheap plastic form disposable pensbagstoyslightspichkari etc now rice even mordhan rice used fasting,1.0
can laugh like forever this one loool anyways live myanmar and think during modi’ tenure our countries have gotten closer than ever please stop spreading wrong information know you all are really desperate but please find something better than this,-1.0
"jagan the home minister and pawan kalyan the defence minister all these postings modi dream cinema
bigots maya mamta
none can stop congress from forming next govt under rahul maya will lose badly the traitors kcr and nitish",-1.0
and father both have looted the state misused political powers make lot money should ashamed say anything against shri modi people karnataka soon will show the door get lost,0.0
today historic day for india indian scientists under the visionary leadership narenda modi have successfully destroyed low earth orbit satellite using self developed antisatellite via mynt,1.0
people who use abusive words for modi there doubt that they use similar words their familyshame such peoplethey gave their children this heritage,0.0
tune all media channels modi will address india something between 1145 ,0.0
shame and modi wanted ,0.0
but rajdeep congress allowed the release firaaq movie based gujarat riots right before the elections hell even arranged private screening for rahul gandhi why this sudden problem with the modi biopic,1.0
sir narendra modi says india shot down loworbit satellite ,-1.0
simply amazing modi the man common people thats why elitist hate him much,-1.0
another nirav modivijay malaya the making are just bribing the voters,0.0
let them write bhai wait the talk only dominating headlines even dalali media have anything write about modi they are running out ideas,0.0
like always upa chickened out whereas modibjp showed the will,0.0
excited watch the promo cant wait watch ,1.0
because steve jobs and tim cook are heading company and modi unfortunately the and not heading the drdo,-1.0
indian constitution itself has been thrown into gutter what this bloody election commission modi hai modimera bhaashan shaasan hai hahaha,-1.0
why gandhi family congress wants remonetise are they are still holding demonetized currency notes ,1.0
drdo  god are doing this time trends all over the world ❤❤ ❤ ,0.0
ask tat basterd was doing when was rbi governer tat branch pnb not audited where nirav modi was getting lcsafter this guys period governer over scam unearthedtottlay was doing work for corrupt congies,-1.0
whether raga will paid votes the country need seenbut you seem have been paid heavy take turn and make him your mastermay 23rd isnt far off and pls pin this tweet for modis last laugh ,1.0
found the title pakistan doesnt want modi win very misleading though well written piece,1.0
"india successfully shoots down live satellite space says
",1.0
when manmohan singh was prime minister and pakistan made joke him then how modi responded this why feel india not safe the hand congress can accept any other leader party ,-1.0
indian youth rejects “free khairat “ from congress people say “mehnat karke kamayenge aur garibi mitayenge”and “modi has started many initiatives which will bring paradigm shift the growth india and indians coming days” bluff,1.0
watch broadcast live modis address tv9 bharatvarsh conclave ,1.0
drma queen never had seen like him before ,0.0
now lets start blaming modi for this,0.0
yrs from now when will sit the bullet train will remember and praise modi and today will praise drdo isro and nehru ,0.0
tulsi isn’ sympathetic modi being complicit the killings thousands muslims and brutal oppression thousands more ,1.0
wow someone living  agreeing with one living  preaching these folks not vocal take stand oppose fascist forces there worry ‘civil society’ speak out modi will win again ,1.0
what can learn from narendra modi anyone can become india more the post the reserved category having conservative upbringing one can liberal process destroying your perceived competition bringing efficie…,1.0
the shepherd’ son stirring lowercaste unrest modi’ india see more ,1.0
dont mislead the public dont exploit their emotions support modi upcoming elections instead modi must contest election his performance base the rest world also rejecting your claims  ,-1.0
"tweet
conversation
mohammed zubair liked gurdeep singh sappal modi plz check some institutes nehru built
drdo
csir
barc
apsara
incospar isro
npl
iit
iist
iofs
ongc
aiims
iim
nit
bokaro rourkela steel
cdri",1.0
there was need pay then the wont have mentioned the order anyways think that whatever tell wont change mind seem staunch modigovt supporter therefore withdraw from this argument,0.0
there were 18000 unelectrified villages even years after independence india electrification drive under narendra modi govt has ensured that there village without electricity india now ,0.0
give chance and will bring much better changes and bring economy real growth jumla master modi already made the economy hollow from inside ,1.0
live from nirav modi art auction raja ravi varma painting sold 14cr gaitonde ,1.0
sweta singh rember correctly arent you the anchor from modis raag darbari channel aaj tak shit your chhanel are arse lickers modi bjp credibility shameless,-1.0
with respected modi sir,0.0
the last assembly elections four states congress could win because issues people were successfully raised now seems congress getting hijacked away from real issues nonissues llike modi cowkidar chor bla bla bla,1.0
last years iip exportscredit growthunemployment other frontline economic data have been pathetic due inexperienced and arrogant modi sarkar but gdp fake data doesnt add shameless modi jaitley,-1.0
approval was given resources were provided interest was shown tgen government modi provided full support and resources for this mission,1.0
trying project himself ,0.0
modis gives his crony 175 crore taxpayers money ,0.0
modi will never engage live debate with raga because you debate with someone who you consider your equal raga has nothing but gandhi name match with modi,1.0
modis most successful scheme benefit the poor jumla all frauds under modi are celebrating jumla festival,1.0
seems that close his pichatees hazaar crorefunny guy,0.0
yes let all fight back all those fear mongers and fake news purveyors who are out discredit this honest the core govt dont sit back come out and vote for even stronger modi sarkar and get rid all those power hungrycorrupt congress cahoots ,1.0
yikes this the way head state communicates someones running modis campaign into the ground much like that mig21 this reminds when john mccains campaign was sabotaged with sarah palin inserted his running mate ,1.0
thanks for the schemewe will earn our hard work and benefits what modi ,-1.0
priyanka pitted against modi then the carrier priyanka over once for all,0.0
dont expect from modi ,0.0
why candidates wont want stand against bjp  ladne pahile har manane lage har har modi ghar ghar modi,0.0
what shame our democratic country our narendra modi saying his speech you press the button bjp symbol the vote will modi,0.0
chetu bhagu back what does best “bootlicking” when modi shah will reward him with padamshri for his outstanding services bjp ,1.0
modi said double engine govt both state and center govt failed give employment hill youngstrs really shame,-1.0
"sir the contribution our scientist highly much this historical appreciable and modi make india project work and concern for our nation biggest effective nation build sir need you you for this 2019 next 
congratulations for historical epic",1.0
namo becomes again the anti national bhakts will not have money purchase data abuse others online blind modi bhakts you want abuse raga please vote for him ,-1.0
under modi and shah our soldiers get blown incorrigible liars,0.0
kashmiri hindus has welcomed ban yasin malikled jammu kashmir liberation front jklf support modi ,0.0
the three codes modi cracked give india huge foreign policy jumpstart ashley tellis,1.0
they were worried about the modiwave they failed notice blue tornado coming their way ,-1.0
wondering what else has store before elections ,0.0
modi campaign odisha from places rahul gandhi has already addressed,0.0
 red alert  all the political parties beware the promises you are making now for winning the elections indians will not spare you not fulfill them timely are going question them harshly not fulfilled ,1.0
"
“ narendra modi can give money india’ most richest then the congress party capable giving money the country’ poorest families ",1.0
oppn parties accuse modi ‘playing politics’ over asat missile test ,0.0
"here’ why nris support namo
top reasons support modi
spend less dining out ",1.0
has violated code conduct with mission shakti announcement ,0.0
"
badhaai mocks congress modi having completed 100 scams ",0.0
yesterday when modi gumment claimed have shot down setellite was stearing the sky continousouly for solar powar meditation did not seed any sign lieing again ,-1.0
announce mission shakti modi clearly violation model code conduct ,1.0
"wth this now 
",0.0
arvind kejrival has lost sense proportion giving foolish statement modi wins will the last election india even indira gandhi had give election after emergency ours the biggest and richest democracy,1.0
modi distributed crore lpg connections and one them does not refill media calls failure ’ scheme rahul gandhi announced loan waiver and rajasthan not even single farmer’ loan was waived and media presents rahul hero why biased ,-1.0
"ppl who say that modi spreads hatred have you ever heard the opposition the owasi brothers types
wake ",0.0
attending live samvad now loksabha candidate leaders karyakartas gathered here listen ,1.0
you seriously believe that modi has done nothing the last yearsjust liking any tweet which doesnt have any meaning nor basethink before you endorse such tweets ,-1.0
dear sir modi not patriotic person because patriot divides country the name religion language gender rich poor state etc,-1.0
crore seems exaggerated but even its croreits going make huge impact results muslims are dalits are very angry with modi and will certainly vote against bjp well jumla bechne walo janta maaf nahi karegi,-1.0
correction you are happy with modi not and lot people the are actually happy with trump well,1.0
"some chorkidars like and others are threatening that they wont pay taxes congress comes power 2019 due universal basic income listen modi bhakts
congress will win 2019 and tax tumhara baap bhi dega ",1.0
modi address rallies three states live updates ,1.0
this raghuram rajan same man who connived with nirav modi for his 8020 gold scheme the day vacating his chair the same man then must tried league with chidambaram exhausted indias coffers,-1.0
dont just tweet against modi because you want the power,0.0
and you find wright whatever modi does sir journalist job make criticism,0.0
pls pls plsdont destroy this country ppl dont need free moneythey need facilities like modi provided,1.0
you know which state narendra modi least popular full report ,1.0
narendra modi name jammula srinivas iam from guntur andhra pradesh have some fieldagricultural land account not credited amount farmors benfit 2000 rupees union bank india bank account number 409002010578685,0.0
avg indian will votes for india want corruption free india are with india are with modi ,1.0
all those who have sympathy for pakistan their heart shall vote congress serves their ulterior motive and never appreciate balakot strike which has been noted entire world that india has moved far ahead from the soft state status credit goes modi ,1.0
achievements modi govt 107sec watch share ,0.0
leader divya spandana writes election commission india against social media pages for allegedly offering free gifts voters enticing them support modi ,1.0
youve fooled pple those states giving false promises from day started culture corruption jijaji coal scam sikh riots augusta westland bofors national herald hindu virodhi desh drohi etc hero modi without single corruption love him,1.0
india lakh wellness centres are being built mothers and infants are being vaccinated however people odisha arent able make the most them ,1.0
you can wear the date with modi lover girl,0.0
2014 you said will defeat modi now 2019 you are singing chalo bhi dekhlete hai,0.0
"congratulations sir
thanks
good
bjp jindabad
nrendar modi jindabad ",1.0
your great fan everyday see dna requesting you high lights regarding mamata baneerjee regarding his doubt miran modi arrest information she tellig got game,1.0
only modi can get rid poverty ,0.0
modi has failed miserably promise black money crony capitalism economy down export down agrarian crisis weak rupees most worrying hate culture cow lynching oppose him bcoz think nation where does congress come here ,-1.0
and then they say modi danger govt institutions ,0.0
india shoots down satellite test modi hails arrival space power rtr ,-1.0
could have tweeted scientists for success instead violating mcc and leave rest his paid media for publicising modimodi ,1.0
bjp won’ win more than seats 2014 was different huge modi wave alliances the arithmetic has changed totally unholy the alliance may they will win more than seats for surei may wrong but for that something drastically needs change,1.0
how did enter the conversation agree that things cant change quickly economy one the hardest areas turn around ill like read independent economists instead offering own opinion pti brings more confidence than modi did already doing good things,1.0
and all those journalists advising the opposition keeping the focus jobs not calling out modi you really think the voters are fools voters can’ spot dud,1.0
fellow citizens and particularly brothers and sisters bhopal this fabulous opportunity vanquish this voice illogical absurd vitriolic modi ,1.0
not reelecting modi will dangerous for country hema malini you are absolutely correct fully agree with you ी ,-1.0
"this strategical achievement not only scientific any country achieve then only national head need address country you are blind oppose modi
for your kind information are 4th world now have ",1.0
currently ’ reading the “modi effect” lance price,0.0
yes modi born 1959 and credit should nehru only,0.0
⚡️ “billionaire jeweller nirav modi denied bail london” ,0.0
congratulations and best wishes hoping that you will get chance minister modis cabinet 2019 will well deserved,1.0
while malnourishment complex issue with ethnic factors affecting multi cultured nation like india but hey let’ play our agenda modihate ,-1.0
may 23rd evm was rigged modi hay hay  ,0.0
"for resisting pmo’ interference nirav modi case officer probing the case was transferred and the order cancelled after couple hours
earlieranother official who probed adani’ money laundering was transferred modi govt similar fashion ",0.0
top cabinet ministers including national security advisor residence his announcement related security stay tuned ,1.0
very sad affairs unpopularity modi cms mps could cost nda seats states ,-1.0
abey 2014 mein india voted against modi kya sab anti india hain poitive campaign chala bhai anti bjp youth may also support you,0.0
just few days back bjp state president caught red handed offering crores rupees mlas switch the party unfortunately department modi didnt anything why didnt they raid bsy and his son why raid only one community leaders ,-1.0
tarah congress wale bhee bjp ghar laane see inkaar nahin kar paayenge modi sir this one dedicated you ,0.0
ूा ोी िे। vote for modi vote for development,0.0
true while army given free hand modi bombed pak post pulwama funded pak after 2611– appreciation executing agreed plan break india–confirmed enjoying friends while mumbai was burning later attempt cover ,1.0
good earlier one knew least due modi people know not berozgaar,1.0
hmmm why modi supporters only concerned with parody have heard lot jumlas last five years ,0.0
link dekho magar pyaar you seem ignorant ,0.0
modibhakts will vote while covering their eyes with hinduism and jumlas ,0.0
congress says modi doing everything for gain election same time congress telling that all happening because nehru now they should openly accept this nice article,1.0
what joke  democracy under modi every data cooked every institution screwed even the closed envelop gave supreme court was wrong documents stolen from defence ministrylet stop here,-1.0
modi schemes including ayushmann bharath keep removing money from people’ accounts they never entertain claims also receipt for received also certificate for policy tragocally modi likes take small amount with various excuses from all middle class poor accounts ,-1.0
who looted for generations modi didnt looted like congis,0.0
